id,cat
109565,Fine Arts
112522,Fine Arts
198214,Literature
111721,History
3633,History
6528,Literature
103270,Literature
191825,Social Studies
108484,History
192010,Social Studies
6852,Literature
121670,Social Studies
111610,Social Studies
8531,Biology
118972,Literature
105197,History
198362,History
120597,Biology
107043,Literature
8485,Biology
106060,Chemistry
112811,Fine Arts
193164,History
100898,Literature
194092,Fine Arts
104626,Literature
191714,Biology
2991,History
12896,Literature
194812,Social Studies
198199,Physics
104923,History
7159,Social Studies
115320,Social Studies
102080,Other
7102,Literature
5645,Literature
106891,History
196499,Fine Arts
2138,History
192044,Social Studies
194186,Social Studies
107086,Literature
119361,Physics
4620,Literature
121030,Social Studies
100172,Other
192461,Social Studies
191767,Social Studies
191627,Physics
192696,Fine Arts
116823,Literature
197639,Literature
197393,Fine Arts
117480,Social Studies
6555,Literature
108829,History
111008,Social Studies
197662,Literature
102467,Biology
13259,Social Studies
192398,Physics
9125,Physics
12838,Social Studies
123854,Mathematics
1528,History
121206,Other
120041,Literature
193564,History
114252,Fine Arts
112208,Literature
10009,Mathematics
191282,Social Studies
117169,Physics
2977,History
195973,History
193112,History
115942,Fine Arts
102259,History
5201,Literature
109662,History
192380,Fine Arts
120973,Social Studies
6013,Literature
120373,Literature
122583,History
192921,Mathematics
107889,Social Studies
114896,Biology
109888,Literature
193273,Other
104764,Fine Arts
9147,Chemistry
107311,Fine Arts
192043,Literature
3563,History
197189,History
1655,History
116300,Literature
112424,Physics
119300,Chemistry
103541,History
118054,Social Studies
191176,Literature
117962,Social Studies
110281,Social Studies
117550,History
112724,Literature
111921,Fine Arts
111007,History
108488,Social Studies
122186,Social Studies
116580,Mathematics
107116,Literature
100598,Other
111004,Biology
106772,Social Studies
105870,Literature
5961,Literature
122122,Chemistry
198461,Literature
109365,Literature
190942,Social Studies
113926,Literature
7193,Literature
6538,Literature
121755,History
194703,Literature
194180,Fine Arts
123730,Chemistry
190099,Literature
190788,History
106270,Biology
104710,History
120031,Literature
11202,Social Studies
107821,Social Studies
192336,Fine Arts
190767,Literature
115916,Fine Arts
704,Literature
113362,Literature
5916,Literature
2937,History
115293,History
103184,Literature
113728,Chemistry
12926,Social Studies
4227,History
109493,Fine Arts
106638,History
5923,Literature
9841,Physics
10311,Chemistry
122808,Physics
106926,Literature
122189,History
198736,Social Studies
4514,Literature
114947,History
112740,History
189761,Social Studies
122577,Social Studies
194416,Fine Arts
191867,History
108811,Physics
117628,Other
197304,Physics
197498,Literature
103418,Literature
12088,Social Studies
12250,Social Studies
122156,Chemistry
196069,Fine Arts
197420,Literature
13261,Social Studies
109334,Biology
109380,History
11371,Social Studies
111748,History
7293,Literature
117515,Fine Arts
108552,History
6614,Literature
100841,Biology
12722,Social Studies
103084,Physics
10068,Mathematics
119977,Literature
3221,History
121776,Literature
101896,Physics
101597,Literature
11265,Social Studies
3939,History
109835,History
114960,Fine Arts
118394,Literature
112081,Literature
112480,History
104371,Fine Arts
118498,Chemistry
114763,Other
101820,Other
12580,Social Studies
117784,Social Studies
192457,Literature
5476,Literature
121016,Social Studies
122947,Social Studies
6076,Literature
2231,History
194303,Social Studies
10100,Physics
114340,Literature
190424,History
196745,Fine Arts
106577,Literature
106539,History
109749,History
116105,Biology
196023,History
102841,History
192517,Social Studies
105275,History
12806,Fine Arts
101811,Literature
5315,Literature
8270,Biology
111012,Social Studies
101918,History
107439,Fine Arts
110965,Social Studies
100418,Other
123736,Literature
5970,Literature
119176,History
9436,Chemistry
111783,History
8522,Biology
118943,Social Studies
114563,Chemistry
4135,History
122315,History
8159,Biology
108075,Literature
2624,History
8483,Biology
10406,Physics
190776,Literature
197392,Biology
9616,Chemistry
10226,Physics
111941,History
102128,Physics
103560,Other
116491,Literature
194752,Science
112498,Literature
12261,Social Studies
193901,Physics
11957,Social Studies
110593,Literature
106347,Fine Arts
189265,Literature
195757,Literature
197261,History
104753,Social Studies
111191,Literature
107517,History
8396,Biology
120883,Literature
101752,Other
104446,Literature
194857,Fine Arts
109849,Fine Arts
2098,History
12148,Social Studies
111532,Social Studies
103973,History
11725,Social Studies
121282,Literature
123209,Literature
112067,Other
119620,Social Studies
119345,Literature
190672,Literature
119017,Fine Arts
3885,History
105487,History
122981,Fine Arts
109882,Literature
113223,Literature
106169,Other
11632,Literature
189249,History
12090,Social Studies
123686,Fine Arts
113839,Social Studies
9289,Science
101140,Fine Arts
6529,Literature
107707,Literature
197290,Literature
8589,Biology
1424,Fine Arts
9483,Chemistry
3119,History
197014,Literature
194230,Literature
104088,History
109292,Social Studies
118956,Literature
101153,Literature
3292,History
195641,History
111939,Literature
121744,Literature
197938,Literature
13209,Social Studies
197066,Literature
114070,Fine Arts
112066,Literature
1403,Fine Arts
118228,History
12965,Social Studies
121547,Literature
111376,Fine Arts
106305,History
8258,Biology
105268,Literature
196841,Biology
115838,Fine Arts
9642,Chemistry
1614,History
193171,History
2505,Social Studies
105566,Fine Arts
197444,Social Studies
191087,History
115278,Social Studies
190312,Other
6890,Literature
195499,Fine Arts
190111,Fine Arts
106951,Literature
108984,Social Studies
2426,History
113518,Other
102566,Social Studies
104099,History
194887,History
102274,Physics
7185,Literature
101609,Literature
118511,History
122466,Physics
10518,Physics
195038,Other
8036,Physics
107642,Chemistry
109786,History
110533,Fine Arts
111851,History
10355,Physics
12529,Social Studies
104709,Literature
10405,Physics
196882,Literature
112978,History
9426,Chemistry
8603,Biology
113547,Literature
194095,Physics
120246,Literature
2432,History
114043,Fine Arts
104699,Social Studies
117026,Literature
9273,Chemistry
102628,Biology
118542,Physics
12400,Social Studies
104738,Physics
102242,History
11437,Social Studies
115481,Literature
120106,Literature
1136,Fine Arts
110910,Literature
193309,History
103259,Physics
9047,Chemistry
6648,Literature
120162,Social Studies
111354,Literature
113827,History
122008,Social Studies
119879,Literature
198491,Biology
102595,History
10753,Social Studies
7053,Literature
112142,History
6488,Literature
105692,Social Studies
121542,Literature
194505,Other
8554,Biology
197367,Literature
9417,Chemistry
6267,Literature
9814,Other
109022,Biology
116204,History
106788,History
118109,Physics
121835,Literature
2230,History
107429,Physics
103168,Chemistry
109883,Social Studies
109328,History
12365,Social Studies
105500,Chemistry
106007,Biology
12941,Literature
114846,Social Studies
11446,Social Studies
2316,History
111873,Social Studies
100268,Other
193493,Physics
1839,History
122483,Social Studies
4069,Social Studies
101701,Literature
119606,Literature
194966,Other
100519,Other
105868,Literature
100628,Other
194320,Biology
189637,Other
4798,Literature
10961,Social Studies
109982,Physics
121108,Social Studies
1291,Fine Arts
2603,History
114104,Other
118160,Literature
100114,Other
9989,Mathematics
193693,Literature
3809,History
198709,Physics
104552,History
102140,Social Studies
6105,Literature
12254,Social Studies
38,Fine Arts
111514,Social Studies
195365,Fine Arts
110167,Literature
190959,Social Studies
192527,Fine Arts
111178,Social Studies
192863,Social Studies
193303,Fine Arts
122772,Fine Arts
10328,Physics
101777,Other
197340,Literature
117905,Social Studies
110064,Literature
101437,Social Studies
6794,Literature
121197,History
13066,Social Studies
1959,History
1226,Fine Arts
122957,Social Studies
108421,Social Studies
195150,Biology
101392,Social Studies
111182,History
193096,Fine Arts
6359,Literature
193242,History
106559,History
100162,Literature
189676,Literature
1356,Fine Arts
106230,History
12777,Social Studies
2570,Social Studies
108895,Social Studies
121610,Literature
105545,History
108766,Physics
190283,Fine Arts
108499,Biology
110915,History
198303,Social Studies
103604,Literature
7423,History
107985,Literature
113214,History
11607,Social Studies
6341,Literature
195838,Social Studies
122866,Literature
190105,Literature
10729,Physics
114586,Physics
11317,History
105288,Literature
192823,Social Studies
13220,Social Studies
116548,Social Studies
189457,Social Studies
116692,History
11515,Social Studies
194450,Literature
103861,Chemistry
123090,History
102295,Fine Arts
3521,History
116314,Fine Arts
9097,Chemistry
191199,History
123366,Biology
191797,Biology
196009,History
112953,History
2391,History
120669,History
11051,Social Studies
103145,Fine Arts
976,Literature
106823,History
194811,Social Studies
9398,Physics
118338,Fine Arts
197380,History
11617,Social Studies
102972,Fine Arts
118376,Literature
3002,History
6135,Literature
194588,History
10511,Physics
121163,Social Studies
193602,History
122361,History
120297,Social Studies
9680,Social Studies
121092,Fine Arts
8583,Biology
108808,History
12747,Social Studies
122999,Social Studies
190432,Literature
113417,Literature
5603,Literature
105733,History
8282,Chemistry
112219,Other
103133,Other
193612,History
3828,History
2055,History
103582,Chemistry
9919,Physics
190345,Literature
108050,Social Studies
197297,Literature
104330,Fine Arts
5065,Literature
9763,Physics
109256,Literature
103081,History
4404,History
2488,History
120593,Literature
198562,Physics
120525,Social Studies
4694,Literature
3428,History
100267,Other
121475,Literature
106088,Social Studies
118486,History
120269,Social Studies
101192,History
3367,History
194962,Literature
100011,Other
191384,Literature
3232,History
8779,Biology
118180,Biology
9615,Physics
4067,History
191908,Biology
9308,Chemistry
108310,Literature
5236,Literature
122267,History
108796,Literature
114371,Fine Arts
193592,Social Studies
116284,Literature
118144,Social Studies
106354,Literature
111779,History
189715,Literature
193577,Biology
11207,Social Studies
194894,Chemistry
193087,History
6962,Literature
109430,Chemistry
116864,Literature
1320,Fine Arts
123070,Fine Arts
192413,Literature
4458,Literature
107738,Chemistry
111572,Social Studies
190691,History
101804,Literature
114508,Literature
196409,Science
615,Fine Arts
1198,Fine Arts
197366,Fine Arts
113620,History
196601,Other
189205,Literature
194158,Biology
13288,Social Studies
120715,History
7432,Literature
119427,Social Studies
117141,Social Studies
121457,Literature
119632,History
12605,Social Studies
121084,Literature
7511,Other
198645,Fine Arts
196620,Physics
3571,History
122460,Social Studies
229,Fine Arts
189721,History
192235,Literature
3316,History
2939,History
5053,Literature
109552,Literature
105060,Fine Arts
196725,Social Studies
106604,Literature
1374,Fine Arts
191872,History
195946,History
194885,Social Studies
116728,Chemistry
106877,Social Studies
172,Fine Arts
120380,Social Studies
190632,Literature
122043,Fine Arts
106424,History
192495,Physics
190373,Mathematics
195739,Literature
194170,History
104919,History
116707,Literature
190992,Biology
189745,Chemistry
118201,Fine Arts
191635,Social Studies
104393,Fine Arts
116373,Biology
112691,History
105396,Literature
110382,Physics
10466,Physics
13240,Social Studies
103161,Fine Arts
104106,History
8718,Biology
103844,Fine Arts
118905,Fine Arts
2044,History
193983,Physics
4835,Literature
490,Fine Arts
114746,Literature
109262,Physics
110184,Fine Arts
8939,Chemistry
119847,Social Studies
1187,Fine Arts
120489,Fine Arts
194071,Literature
114108,Social Studies
108176,Social Studies
10360,Physics
190222,Literature
105429,Literature
6825,Literature
102036,Other
9091,Chemistry
102710,History
9672,Science
4639,Literature
7355,Literature
108060,Literature
184,Fine Arts
3727,History
2491,History
117122,Social Studies
113132,Fine Arts
111399,Biology
7774,Other
103346,Social Studies
8800,Biology
198471,History
102701,Other
102030,History
122467,History
104613,Social Studies
193794,Biology
112965,Social Studies
119887,Literature
189759,Social Studies
110200,Social Studies
6566,Literature
195037,Biology
189300,Chemistry
10203,Physics
1092,Social Studies
107272,History
102921,Social Studies
194110,Literature
117119,Literature
102560,Fine Arts
109708,History
100523,Other
119298,Literature
2531,History
1751,History
107410,Literature
106789,Physics
113071,Social Studies
112035,Literature
2337,History
5443,Literature
191616,Literature
12862,Social Studies
115804,Fine Arts
122644,History
110594,Literature
109649,Social Studies
118414,Physics
122398,History
103955,Literature
193587,History
118481,Other
107381,History
120802,Literature
109572,Social Studies
117411,History
193308,History
1349,Fine Arts
122005,Fine Arts
117790,Social Studies
107399,Social Studies
104108,History
102112,Other
116987,Literature
105238,Social Studies
102449,Literature
8011,Science
368,Fine Arts
197509,Social Studies
4876,Literature
6008,Literature
10185,Physics
197944,Social Studies
13098,Social Studies
104388,Social Studies
192750,Literature
194178,Science
192668,Fine Arts
100100,Other
3918,History
112836,Social Studies
119004,Fine Arts
111797,History
117247,Physics
106683,Social Studies
101600,Literature
7827,Other
190362,Social Studies
6976,Literature
198128,Social Studies
104021,Literature
197614,History
114181,Fine Arts
190576,Physics
109429,Chemistry
12687,Social Studies
123601,Social Studies
189379,Science
3021,History
111648,Social Studies
101405,History
102122,History
118463,Fine Arts
100079,Other
122746,Literature
191569,Mathematics
101227,Chemistry
120092,Fine Arts
438,Fine Arts
9859,Physics
116485,Social Studies
115174,History
8357,Social Studies
117322,Social Studies
194714,Chemistry
198568,Fine Arts
123292,Physics
106267,History
103211,Literature
1986,History
106777,History
9673,Science
107081,Literature
6598,Literature
104100,History
118257,Social Studies
115706,Literature
189219,Chemistry
105410,Fine Arts
115267,History
192595,History
100196,Other
100048,Other
120049,Literature
9472,Chemistry
5858,Literature
7252,Literature
192999,History
109660,History
8646,Biology
115580,Literature
198055,History
117266,History
9610,Chemistry
110743,History
114784,Social Studies
103119,Fine Arts
106972,Literature
196021,History
194934,History
117042,Other
123451,Literature
190841,History
102580,Social Studies
7097,Literature
1400,Literature
197867,Science
112548,Physics
119588,History
13168,Social Studies
117193,History
105806,Fine Arts
122411,History
196032,History
114355,Fine Arts
100760,Other
101401,Chemistry
6734,Literature
3144,History
116305,Social Studies
5055,Literature
8687,Biology
196846,History
13175,Social Studies
193409,Social Studies
195225,Literature
101415,Social Studies
118807,History
104403,Other
110018,History
103721,Social Studies
105287,Other
195000,Literature
108112,History
109392,Physics
7927,Literature
192452,History
101577,Literature
2726,History
111458,Fine Arts
115319,Physics
122595,History
106575,Literature
110578,Literature
107440,Physics
194079,Literature
195584,Literature
7096,Social Studies
196995,Literature
109281,History
4163,History
196134,History
6168,Social Studies
105040,Biology
193625,History
123856,Literature
102768,History
13204,Literature
119107,Literature
197588,Literature
113055,Mathematics
102407,Literature
3603,History
108316,Literature
102228,History
120550,Literature
191562,Social Studies
2204,History
111948,Literature
118873,Social Studies
198525,Fine Arts
190248,History
190145,Social Studies
108293,Literature
192183,History
109475,Fine Arts
7606,Other
6814,Literature
122618,Social Studies
109088,History
117268,Fine Arts
100277,Other
195065,Social Studies
3010,Literature
192332,History
122289,History
197681,Fine Arts
8389,Biology
194425,Fine Arts
105891,Social Studies
4834,Literature
198030,Physics
113257,Literature
190439,Literature
105533,Literature
104358,Mathematics
4049,History
9253,Chemistry
4886,Literature
102680,Other
193692,History
119603,Fine Arts
108253,Literature
117454,Literature
197555,Science
6506,Literature
7003,Literature
116152,Social Studies
12495,Social Studies
107269,Social Studies
109891,Physics
122668,Social Studies
198221,History
119972,Literature
1587,History
114268,Fine Arts
101126,Social Studies
102794,History
198575,Fine Arts
4888,Literature
119209,Biology
196233,Fine Arts
104044,History
590,Fine Arts
191499,Physics
4364,History
1662,History
196387,History
118096,Physics
7662,Other
12235,Social Studies
112249,Other
191146,Literature
190118,Social Studies
11555,Social Studies
10790,Social Studies
109239,Mathematics
108190,Chemistry
100941,Literature
100842,History
111801,History
121134,History
6725,Fine Arts
103713,Literature
106239,Chemistry
117040,Literature
108589,Biology
12226,Social Studies
112422,Fine Arts
194758,Physics
191571,History
122674,Literature
115525,Social Studies
4998,Literature
8323,Biology
112804,Physics
123450,Social Studies
123017,Literature
7761,Literature
115070,Social Studies
192350,Mathematics
104872,History
100316,Other
11513,Social Studies
123641,History
106778,Literature
106098,Social Studies
123186,History
113099,Social Studies
192651,Social Studies
117673,Fine Arts
5272,Literature
107771,Physics
11015,Social Studies
108065,Literature
11140,Social Studies
117506,History
117024,Other
196314,Social Studies
9939,Mathematics
118925,History
1822,History
119054,Fine Arts
101406,History
2922,History
191084,Fine Arts
978,Fine Arts
9895,Mathematics
111490,Social Studies
10843,Social Studies
189292,History
7076,Literature
112315,Other
108974,Social Studies
189996,Biology
191778,History
113889,History
3898,History
10916,Social Studies
103783,Social Studies
119742,Social Studies
122867,History
104588,Literature
116747,Literature
107912,Social Studies
13192,Social Studies
190708,Literature
195961,Social Studies
118282,Literature
101031,History
191836,History
115340,History
107913,Social Studies
121247,Social Studies
9971,Mathematics
6934,Literature
6573,Literature
192498,History
109066,Biology
192194,Social Studies
104754,Social Studies
191252,Social Studies
11930,Literature
189781,History
114047,Other
107336,Literature
100016,Other
105619,Physics
7340,Literature
8479,Biology
111561,Social Studies
190293,History
195112,Fine Arts
197785,Social Studies
196132,Fine Arts
105847,Literature
193289,Literature
109858,Other
120072,Literature
114162,Fine Arts
197472,Social Studies
7604,Other
5934,Literature
12023,Social Studies
108061,Other
195106,Literature
8686,Biology
3282,History
104543,Literature
10376,Physics
1074,Fine Arts
120967,Social Studies
121522,Literature
120383,Other
11366,Social Studies
102770,Social Studies
193735,History
1384,Literature
108205,Literature
106044,Physics
103924,History
5745,Literature
198148,Literature
1257,Fine Arts
192701,Fine Arts
122709,Chemistry
11679,Social Studies
110076,History
114438,Physics
116203,Literature
10704,Physics
5903,Literature
119874,Chemistry
121129,History
102431,Other
122791,Literature
120913,Literature
197776,Social Studies
197565,Literature
13305,Social Studies
123117,Fine Arts
192827,Chemistry
117307,Literature
193334,History
117971,Chemistry
100349,Other
115608,Literature
106631,Literature
4214,History
104260,Literature
105764,Physics
194746,Social Studies
193018,History
193349,History
105695,Other
123248,Physics
193650,Biology
105433,Social Studies
429,Fine Arts
108235,Literature
114720,History
113127,Chemistry
194038,Literature
2125,History
121265,Social Studies
104367,Chemistry
189964,Literature
121301,Chemistry
3648,History
102656,Fine Arts
2810,History
6791,Literature
110959,Literature
192957,Other
120360,Social Studies
121087,Fine Arts
4264,History
100564,Other
117066,Social Studies
1978,History
107420,Literature
119075,Fine Arts
12370,Social Studies
3218,History
4054,History
113577,Social Studies
12912,Social Studies
109529,Other
105226,Literature
209,Fine Arts
105301,Literature
111151,Physics
112485,History
1182,Fine Arts
112822,History
8752,Biology
191959,Fine Arts
115337,Social Studies
190761,Physics
107697,Social Studies
116427,History
116297,Physics
104592,History
120884,Literature
123477,Literature
116438,Physics
206,Fine Arts
191303,History
104201,Fine Arts
6677,Literature
190245,Literature
120209,Literature
116821,Literature
197671,History
193403,History
121003,Social Studies
7520,History
2620,History
197335,History
104561,Social Studies
237,Fine Arts
10831,Social Studies
115688,Social Studies
197320,History
113095,History
3164,History
119023,History
106121,Literature
107114,Literature
194232,Social Studies
2716,Social Studies
122721,Physics
108592,History
115036,History
9532,Chemistry
103758,History
198276,Physics
105952,Fine Arts
110238,History
6874,Literature
109252,History
103691,History
113105,Chemistry
192035,Physics
102171,Social Studies
121236,Social Studies
189768,Social Studies
102305,Literature
5881,Literature
105194,Fine Arts
191032,History
109686,History
111255,Other
103348,Social Studies
196775,Social Studies
194480,Social Studies
109489,Social Studies
102575,History
108314,Literature
102777,Social Studies
120424,Social Studies
105863,Social Studies
3694,History
101271,Social Studies
191249,Other
55,Fine Arts
195608,Social Studies
12507,History
11471,Social Studies
100045,Other
112505,Literature
119643,Literature
118857,Social Studies
191960,Literature
116326,History
11144,Social Studies
194707,Literature
8601,Biology
2462,History
193238,History
118198,History
109634,Other
118518,Other
4475,Social Studies
116095,Biology
8810,Biology
198382,Fine Arts
194242,Fine Arts
8629,Biology
113093,Biology
197908,Fine Arts
107201,Literature
8683,Biology
101926,Fine Arts
119395,Physics
114936,Social Studies
121972,Fine Arts
197449,Literature
10524,Physics
100424,Literature
122169,Biology
106378,Literature
192680,Physics
110022,Literature
119649,Literature
12364,Social Studies
113510,Other
116293,History
194210,Chemistry
111914,History
194482,History
104676,Other
111497,Social Studies
2638,History
107456,Mathematics
193827,Biology
123688,Literature
107183,Literature
5695,Literature
12828,History
6475,Literature
102598,Social Studies
3187,History
107869,Biology
195955,History
100258,Other
122916,Literature
13030,Social Studies
191428,Social Studies
195974,Social Studies
113390,Literature
2429,Social Studies
822,Fine Arts
118211,Social Studies
104757,History
120160,History
113927,Science
3850,History
189533,Fine Arts
116582,Fine Arts
100338,Other
106927,Biology
118447,Other
4192,History
106903,Mathematics
104502,Mathematics
1653,History
119894,Literature
121489,Literature
192875,Literature
118508,Chemistry
2752,History
117662,Literature
197458,Social Studies
115923,Fine Arts
117023,Literature
192396,Literature
108397,Literature
2003,History
110197,History
104055,History
1486,History
122568,Chemistry
113500,Other
117059,Physics
10173,Physics
193342,History
1000,Fine Arts
108047,Fine Arts
189566,Social Studies
193404,History
115699,History
106454,Fine Arts
957,Fine Arts
100309,Other
192862,Physics
194288,Literature
100988,Social Studies
191935,Literature
110662,History
102860,Biology
190327,Fine Arts
647,Fine Arts
119836,Social Studies
101780,Other
109558,Social Studies
118775,Literature
5207,Literature
100555,Other
120892,Literature
100662,Other
194628,History
13145,Social Studies
109711,History
117244,Literature
114270,Literature
110210,Social Studies
191789,Literature
111862,Social Studies
122728,Other
13181,Social Studies
194892,Literature
9553,Social Studies
111496,Social Studies
5054,Literature
122449,History
1244,Fine Arts
195990,History
190937,History
197511,Social Studies
110984,Literature
110992,Social Studies
116723,Fine Arts
193378,History
2696,History
121603,Physics
2874,Fine Arts
118046,Mathematics
100558,Other
100357,Other
100691,Literature
4008,History
3732,History
194100,History
6545,Literature
119180,Social Studies
118666,Physics
1801,History
189776,Physics
189785,Social Studies
109537,Literature
120077,Fine Arts
12219,Social Studies
109245,Fine Arts
122020,Biology
108538,Literature
122082,Science
117344,Literature
193459,Physics
195623,Fine Arts
106141,Social Studies
6484,Literature
114316,Fine Arts
190489,Social Studies
106507,History
7441,Other
107560,Literature
197315,Biology
959,Fine Arts
106894,Fine Arts
120011,Literature
1231,Fine Arts
122704,History
109002,Physics
106113,History
104203,History
103143,Fine Arts
110869,Fine Arts
193854,Literature
196579,Mathematics
120067,Literature
105688,Social Studies
103881,Social Studies
105451,History
118639,Literature
118266,Literature
5134,Literature
107736,Literature
195562,Biology
113954,Biology
11296,History
196544,Fine Arts
190849,Literature
11400,Social Studies
11640,Social Studies
7012,Literature
8378,Biology
198339,Physics
122658,Literature
7243,Literature
114781,Literature
6421,Literature
107358,History
111844,Social Studies
115249,Biology
110957,History
101631,Literature
196480,History
106355,Biology
115930,Fine Arts
191775,History
120731,Literature
111891,Chemistry
196851,Social Studies
7323,Literature
3765,Social Studies
115248,Social Studies
121729,Literature
100538,Other
195798,Physics
109734,History
122372,History
196273,Social Studies
198429,Literature
857,Fine Arts
6407,Literature
104470,Social Studies
10933,Social Studies
121002,History
1364,Social Studies
113115,Social Studies
8980,Chemistry
109823,Other
101048,Social Studies
122546,History
6432,Literature
104639,Social Studies
122074,Literature
102343,Other
195583,Social Studies
110058,Mathematics
860,Fine Arts
112520,Physics
120268,Fine Arts
6289,Literature
189983,Literature
118450,Literature
191451,History
8170,Biology
8286,Biology
197655,History
2262,History
190905,Chemistry
123202,Mathematics
10898,Social Studies
120920,History
194614,Other
190268,Literature
119667,Chemistry
120253,Social Studies
4552,Literature
130,Fine Arts
107483,Literature
2687,History
191145,Fine Arts
10536,Physics
5234,Literature
9295,Chemistry
111428,History
119159,Literature
119244,Social Studies
121388,Literature
193739,Fine Arts
120713,Literature
100788,Social Studies
114115,Literature
12540,Social Studies
198581,Literature
8222,Biology
102025,Mathematics
11327,Social Studies
122317,History
116155,History
2734,Social Studies
109713,History
4867,Literature
122833,Fine Arts
5876,Fine Arts
119647,Fine Arts
192319,Fine Arts
107013,Literature
112521,Literature
105888,History
3992,History
100762,Literature
4324,History
13206,Social Studies
198327,Social Studies
121864,Chemistry
106669,Other
115109,Literature
5573,Literature
110318,Social Studies
11778,Social Studies
106931,Literature
32,Fine Arts
122228,History
2516,History
111322,Literature
13291,Social Studies
119423,Literature
111638,Social Studies
7078,Literature
109253,Social Studies
121909,History
103766,Chemistry
10131,Physics
109240,History
105568,Social Studies
195796,Literature
198292,Fine Arts
106917,Social Studies
2666,History
105285,Social Studies
196126,Social Studies
195830,History
110158,Fine Arts
121557,Literature
103828,Social Studies
103052,Literature
122540,Social Studies
100961,Social Studies
119491,Social Studies
7546,Social Studies
108409,Literature
198505,History
195845,History
3365,History
1398,Literature
194767,History
195815,Literature
116980,Literature
123560,Physics
6442,Literature
7883,Other
105286,Literature
106340,Social Studies
101337,Fine Arts
4485,Literature
190505,Literature
196752,Social Studies
110897,Fine Arts
10984,Social Studies
75,Fine Arts
190663,History
195088,Fine Arts
194408,Social Studies
104692,History
2809,History
116673,Fine Arts
11912,Social Studies
122710,Social Studies
120020,Fine Arts
118321,Social Studies
101456,Literature
109592,Literature
5755,Literature
118477,History
5190,Literature
120466,Fine Arts
119083,Social Studies
104820,Physics
111835,Fine Arts
119481,Literature
9727,Mathematics
190211,Chemistry
123731,History
192928,Other
3297,History
3895,History
7937,Other
189347,Social Studies
5989,Literature
10775,Social Studies
10747,Social Studies
195879,Chemistry
8573,Biology
122479,Fine Arts
101884,Fine Arts
190186,Social Studies
107920,Physics
114487,History
5437,Literature
4597,Literature
472,Fine Arts
105856,Biology
115694,Social Studies
198223,Biology
120337,History
190498,Literature
121802,Fine Arts
1860,History
116744,Literature
12514,Social Studies
112972,History
101229,Chemistry
4674,Literature
3077,History
120562,Literature
193574,History
118138,Physics
108672,Social Studies
122773,Literature
721,Fine Arts
115530,Social Studies
192293,Fine Arts
113776,History
191699,Fine Arts
3616,History
193525,Fine Arts
10709,Physics
105338,Fine Arts
2870,Literature
109225,History
100492,Other
108266,Literature
100526,Other
1601,History
12265,Social Studies
106411,Mathematics
8243,Biology
103047,Chemistry
189658,Literature
190165,Social Studies
9397,Physics
10387,Physics
195847,Physics
5422,Literature
193744,Biology
192390,Physics
12550,Social Studies
197815,Social Studies
110002,Other
11204,Social Studies
117978,Astronomy
106037,History
190258,Literature
9043,Chemistry
487,Fine Arts
104303,Fine Arts
115931,Fine Arts
100970,History
3531,History
112177,History
241,Fine Arts
2433,History
114844,Biology
106419,History
2974,History
118066,Chemistry
189583,Fine Arts
119787,Social Studies
112606,Literature
196529,Literature
110030,Biology
6728,Literature
113658,Social Studies
123761,Social Studies
196104,Biology
122608,Fine Arts
113413,Social Studies
102757,Fine Arts
11362,Social Studies
194979,Literature
112556,History
12430,Social Studies
12958,Social Studies
118844,Literature
115674,Social Studies
4808,Literature
13075,Social Studies
192198,Literature
6928,Literature
5242,Literature
191464,Fine Arts
111703,History
116411,Social Studies
114773,History
116520,Social Studies
113296,Literature
198722,History
114807,Social Studies
120935,Other
9471,Physics
6186,Literature
194344,Literature
106693,Biology
119486,Social Studies
118202,History
4182,History
108177,Social Studies
195769,History
116782,Literature
8565,Biology
114581,Physics
105157,Chemistry
197689,Chemistry
103597,Social Studies
116405,Social Studies
122224,History
103202,History
105586,Social Studies
108971,Social Studies
106883,Social Studies
114001,History
113435,Literature
119795,Social Studies
105002,History
194172,Physics
3737,Other
123739,Social Studies
196592,History
100351,Other
191495,Social Studies
4119,History
116789,Literature
108323,Literature
2486,History
101770,Literature
122385,History
104479,History
105647,Social Studies
189257,History
3678,History
191860,Fine Arts
4117,History
117175,History
10923,Social Studies
2167,History
109617,Social Studies
104591,Fine Arts
117697,History
194569,Biology
101622,Literature
622,Fine Arts
3326,History
116168,History
107144,Literature
1993,History
5880,Literature
197934,Literature
193268,Literature
121754,Other
109255,Physics
104906,Literature
113154,Literature
105499,Physics
109776,History
197735,Social Studies
3369,Literature
102644,Fine Arts
13118,Social Studies
7950,Literature
112440,Physics
108835,History
190169,Social Studies
189928,Literature
122215,Literature
120344,Social Studies
103398,History
196926,Science
190552,Literature
115816,Fine Arts
103819,History
117831,Literature
194241,Fine Arts
102607,Social Studies
107679,History
100576,Literature
115973,Fine Arts
193351,Social Studies
123081,Social Studies
123829,Literature
197895,Chemistry
197551,History
107932,Literature
119390,History
115701,History
6348,Literature
106475,Literature
4442,Literature
121305,History
5780,Literature
118373,Physics
10457,Physics
4906,Literature
11951,Social Studies
5162,Literature
190096,Chemistry
111820,History
12084,Social Studies
4345,History
194486,Fine Arts
71,Fine Arts
105263,Physics
191449,Physics
4241,History
105428,History
6446,Literature
6104,Literature
123611,History
119548,Literature
104227,Social Studies
190686,Fine Arts
112940,Mathematics
116666,Fine Arts
115379,Physics
198746,Astronomy
6596,Literature
112439,Social Studies
